hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
400105,2021/09/24,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,415,148,148,36.4,36.4,8,5.7,0,0,148,7.7,7.7,5.4,5.4,5.4,-999999,0,0,0,2905,1036,1036,255,255,56,40,0,0,1036,54,54,38,38,38,9,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,-999999,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,304,0,,[C400105-A],7,7,7,7,,,,,,,false
400105,2021/09/17,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,415,148,148,35,35,7.6,5.1,0,0,148,8.1,8.1,5.4,5.4,5.6,-999999,0,0,0,2905,1036,1036,245,245,53,36,0,0,1036,57,57,38,38,39,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,-999999,0,-999999,0,-999999,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,304,0,,[C400105-A],7,7,7,7,,,,,,,false
400015,2021/09/24,PR,400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,00936,Short Term,72127,true,450,81.1,81.1,66.6,46.4,-999999,-999999,0,0,111.3,19.7,7.7,12.9,5.7,0,0,0,0,0,3150,568,568,466,325,13,11,0,0,779,138,54,90,40,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,-999999,0,0,0,0,0,0,0,0,135,0,,[C400015-A],7,7,7,7,,,,,,,false
400106,2021/09/24,PR,400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,00915,Short Term,72127,true,180,95.1,95.1,51.9,48.1,-999999,-999999,0,0,120.9,4.7,4.7,-999999,-999999,-999999,-999999,0,0,0,1260,666,666,363,337,26,21,0,0,846,33,33,21,21,6,6,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,0,0,0,-999999,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,462,0,,[C400106-A],7,7,7,7,,,,,,,false
400004,2021/09/24,PR,400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,00936,Short Term,72127,true,255,75.7,75.7,29.6,28.9,-999999,-999999,0,0,82.9,7.1,7.1,-999999,-999999,-999999,-999999,-999999,0,0,1785,530,530,207,202,6,6,0,0,580,50,50,25,25,6,6,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,-999999,,[C400004-A],7,7,7,7,,,,,,,false
400005,2021/09/17,PR,400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,00791,Short Term,72069,true,105,34,34,25.7,25.7,0,0,0,0,48,6,6,5.7,5.7,0,0,-999999,0,0,735,238,238,180,180,0,0,0,0,336,42,42,40,40,0,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,,[C400005-A],7,7,7,7,,,,,,,false
400022,2021/09/17,PR,400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,00717,Short Term,72113,true,331,138.7,138.7,88.9,88.4,-999999,-999999,0,0,144.7,32,25,15,13.1,-999999,-999999,0,0,0,2317,971,971,622,619,14,13,0,0,1013,224,175,105,92,8,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,4,-999999,0,0,0,0,0,0,0,-999999,0,0,426,0,,[C400022-A],7,7,7,7,,,,,,,false
400134,2021/09/24,PR,400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,00912,Short Term,72127,true,167,70.7,70.7,51.7,-999999,0,0,7,-999999,167,-999999,0,-999999,0,0,0,-999999,0,0,1169,495,495,362,26,0,0,49,-999999,1169,27,0,27,0,0,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,-999999,320,0,0,0,0,0,0,0,0,0,0,8,560,-999999,,[C400134-A],7,7,7,7,,,,,,,false
400015,2021/09/17,PR,400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,00936,Short Term,72127,true,450,75,75,64.7,48.4,-999999,-999999,0,0,104.4,19.4,7.4,11,-999999,-999999,0,0,0,0,3150,525,525,453,339,22,20,0,0,731,136,52,77,25,6,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,119,0,,[C400015-A],7,7,7,7,,,,,,,false
400014,2021/09/24,PR,400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,00681,Short Term,72097,true,224,141.4,141.4,53.6,52.9,-999999,-999999,0,0,155.4,9,9,6.4,6.4,0,0,0,0,0,1568,990,990,375,370,7,7,0,0,1088,63,63,45,45,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,238,0,,[C400014-A],7,7,7,7,,,,,,,false
400087,2021/09/24,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,112.4,112.4,107.9,79.6,-999999,-999999,-999999,-999999,178,23.7,8,13.3,6.9,-999999,0,4,0,0,1610,787,787,755,557,26,24,-999999,-999999,1246,166,56,93,48,-999999,0,24,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,-999999,0,0,0,0,0,0,6,-999999,0,0,0,0,0,0,-999999,0,0,0,469,-999999,,[C400087-A],7,7,7,7,,,,,,,false
400115,2021/09/24,PR,400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,00693,Short Term,72145,true,181,150.4,150.4,74.4,70,5.6,5.6,-999999,-999999,172.6,8,8,7.6,7.6,-999999,-999999,-999999,0,0,1267,1053,1053,521,490,39,39,-999999,-999999,1208,56,56,53,53,21,21,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,532,-999999,,[C400115-A],7,7,7,7,,,,,,,false
400010,2021/09/24,PR,400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,00631,Short Term,72081,true,33,11.7,11.7,-999999,-999999,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,231,82,82,-999999,-999999,0,0,0,0,103,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,174,0,,[C400010-A],7,7,7,7,,,,,,,false
400010,2021/09/10,PR,400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,00631,Short Term,72081,true,33,12,12,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,231,84,84,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,181,0,,[C400010-A],7,7,7,7,,,,,,,false
400131,2021/09/17,PR,400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,00738,Short Term,72053,true,73,62.9,62.9,48.9,39.1,5,-999999,-999999,0,72.6,-999999,-999999,-999999,-999999,0,0,-999999,0,-999999,511,440,440,342,274,35,6,-999999,0,508,21,21,19,19,0,0,-999999,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,181,0,0,0,0,0,0,0,0,0,0,0,397,0,,[C400131-A],7,7,7,7,,,,,,,false
400005,2021/08/27,PR,400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,00791,Short Term,72069,true,105,34,34,27.1,26.1,0,0,0,0,48,6,6,6,6,0,0,0,0,0,735,238,238,190,183,0,0,0,0,336,42,42,42,42,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,,[C400005-A],7,7,7,7,,,,,,,false
400113,2021/09/24,PR,400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,00780,Short Term,72113,true,138,110.6,110.6,65.9,63.9,-999999,-999999,0,0,138,21,9,9.6,7.6,0,0,0,0,0,966,774,774,461,447,7,5,0,0,966,147,63,67,53,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,0,-999999,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,461,0,,[C400113-A],7,7,7,7,,,,,,,false
400115,2021/09/17,PR,400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,00693,Short Term,72145,true,181,143.6,143.6,65,61,6.4,6.4,-999999,-999999,165.4,8,8,5.9,5.9,-999999,-999999,0,0,0,1267,1005,1005,455,427,45,45,-999999,-999999,1158,56,56,41,41,17,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,-999999,0,0,-999999,5,0,0,-999999,80,4,0,0,-999999,0,0,0,-999999,0,0,0,449,0,,[C400115-A],7,7,7,7,,,,,,,false
400122,2021/09/24,PR,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,00969,Short Term,72061,true,54,54,54,19.9,19.9,0,0,0,0,54,8.6,8.6,4.4,4.4,0,0,0,0,0,378,378,378,139,139,0,0,0,0,378,60,60,31,31,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,,[C400122-A],7,7,7,7,,,,,,,false
400113,2021/09/17,PR,400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,00780,Short Term,72113,true,138,107.1,107.1,65.3,63.9,-999999,-999999,0,0,136.6,21.1,9.1,9.1,7.7,-999999,0,0,0,0,966,750,750,457,447,14,14,0,0,956,148,64,64,54,6,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,,[C400113-A],7,7,7,7,,,,,,,false
400079,2021/09/17,PR,400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,00603,Short Term,72005,true,230,147.6,147.6,45.3,41.6,8.1,-999999,-999999,0,169.3,15.4,15.4,7.4,7.4,0,0,0,0,0,1610,1033,1033,317,291,57,19,6,0,1185,108,108,52,52,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,308,38,-999999,-999999,-999999,5,5,-999999,9,10,0,6,396,0,,[C400079-A],7,7,7,7,,,,,,,false
400133,2021/09/17,PR,400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,00928,Short Term,72127,true,60,60,60,24.4,24.4,0,0,0,0,60,-999999,-999999,-999999,-999999,0,0,0,0,0,420,420,420,171,171,0,0,0,0,420,27,27,13,13,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,146,0,,[C400133-A],7,7,7,7,,,,,,,false
400013,2021/09/24,PR,400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,00737,Short Term,72035,true,262,199.9,199.9,152,136.3,-999999,-999999,-999999,0,219.9,23.9,7.7,17.9,7.7,-999999,0,-999999,0,0,1834,1399,1399,1064,954,26,22,-999999,0,1539,167,54,125,54,15,0,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,909,0,,[C400013-A],7,7,7,7,,,,,,,false
400118,2021/09/17,PR,400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",MANATI,00674,Short Term,72091,true,270,227,227,209.4,181.4,11,11,-999999,-999999,258,13,13,12.1,12.1,4.3,4.3,-999999,0,0,1890,1589,1589,1466,1270,77,77,-999999,-999999,1806,91,91,85,85,30,30,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,-999999,0,0,0,4,0,0,27,-999999,0,0,0,0,0,0,-999999,0,0,-999999,841,0,,[C400118-A],7,7,7,7,,,,,,,false
403301,2021/09/24,PR,403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,00935,Childrens Hospitals,72127,true,215,0,0,103,0,0,0,0,0,120,47.7,0,39.9,0,0,0,-999999,0,0,1505,0,0,721,0,0,0,0,0,840,334,0,279,0,0,0,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-999999,,[C403301-A],7,7,7,7,,,,,,,false
400112,2021/09/17,PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,00984,Short Term,72031,true,250,215.3,215.3,166.9,143.1,10.6,10.6,0,0,250,16.1,10.1,6.6,-999999,-999999,0,0,0,0,1750,1507,1507,1168,1002,74,74,0,0,1750,113,71,46,18,21,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,,"[C400112-B, C400112-A]",7,7,7,7,,,,,,,false
400012,2021/09/24,PR,400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,00935,Short Term,72127,true,140,66.3,66.3,29,29,-999999,-999999,0,0,66.3,5.3,5.3,-999999,-999999,0,0,0,0,0,980,464,464,203,203,7,7,0,0,464,37,37,15,15,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"[C400012-B, C400012-A]",7,7,7,7,,,,,,,false
400128,2021/09/17,PR,400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,00919,Short Term,72127,true,242,115,115,77.9,65.7,-999999,0,0,0,127.4,6,6,5.7,5.7,-999999,0,0,0,0,1694,805,805,545,460,12,0,0,0,892,42,42,40,40,12,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,,[C400128-A],7,7,7,7,,,,,,,false
400114,2021/09/24,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,311.3,258.3,234.3,193.4,170.3,9.6,9.6,-999999,0,283,19,11.9,18.7,11.6,-999999,-999999,-999999,0,-999999,2179,1808,1640,1354,1192,67,67,-999999,0,1981,133,83,131,81,15,4,-999999,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,-999999,0,-999999,0,-999999,0,0,0,766,-999999,,[C400114-A],7,7,7,7,0,21,1464,1464,0,0,false
400114,2021/09/17,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,313.9,265.1,235.1,200,177.3,18.1,18.1,-999999,0,284.3,19.4,12,18.4,11,-999999,-999999,0,0,0,2197,1856,1646,1400,1241,127,127,-999999,0,1990,136,84,129,77,10,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,-999999,-999999,-999999,-999999,0,0,714,0,,[C400114-A],7,7,7,7,0,21,1464,1464,0,0,false
400123,2021/09/24,PR,400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,00681,Short Term,72097,true,153,146,146,104.7,98.9,4.4,4.1,0,0,153,25.6,12.3,8.6,5.3,-999999,-999999,0,0,0,1071,1022,1022,733,692,31,29,0,0,1071,179,86,60,37,5,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,0,0,0,-999999,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,436,0,,[C400123-A],7,7,7,7,,,,,,,false
400087,2021/09/17,PR,400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,00613,Short Term,72013,true,230,111.4,111.4,108.1,80.9,-999999,-999999,-999999,-999999,176.3,23.4,8,14,7.9,-999999,0,-999999,0,0,1610,780,780,757,566,23,22,4,-999999,1234,164,56,98,55,8,0,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,0,-999999,-999999,0,0,20,-999999,0,0,-999999,0,0,-999999,0,0,0,0,413,0,,[C400087-A],7,7,7,7,,,,,,,false
400135,2021/09/17,PR,400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,PR 21 INT PR 18 BO MONACILLOS URBANO,SAN JUAN,00927,Short Term,72127,true,96,29,29,8.6,8.6,0,0,0,0,29,5.1,5,-999999,-999999,0,0,0,0,0,672,203,203,60,60,0,0,0,0,203,36,35,6,6,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,[C400135-A],7,7,7,7,,,,,,,false
400117,2021/09/24,PR,400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,00614,Short Term,72013,true,138,131.6,131.6,77.6,77.6,-999999,-999999,0,0,131.6,6.3,5.9,4.6,4.6,-999999,-999999,0,0,0,966,921,921,543,543,20,20,0,0,921,44,41,32,32,14,14,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,,[C400117-A],7,7,7,7,0,10,391,391,14,14,false
400098,2021/09/17,PR,400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,00923,Short Term,72127,true,160,133,133,80.6,69.9,5.6,5.1,-999999,0,160,15,10,5,5,-999999,0,-999999,0,0,1120,931,931,564,489,39,36,5,0,1120,105,70,35,35,9,0,5,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,128,5,0,0,0,0,-999999,-999999,0,-999999,0,4,558,-999999,,[C400098-A],7,7,7,7,,,,,,,false
400126,2021/09/24,PR,400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,00683,Short Term,72125,true,82,64.4,64.4,43.9,40.1,0,0,0,0,76.4,6.6,6.6,-999999,-999999,0,0,-999999,0,0,574,451,451,307,281,0,0,0,0,535,46,46,25,25,0,0,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,465,0,,[C400126-A],7,7,7,7,,,,,,,true
400016,2021/09/24,PR,400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE STOP 37 1/2,HATO REY,00918,Short Term,72127,true,669,379.6,379.6,289.6,258.3,14.4,12.4,0,0,451.7,69.9,41,35,31.4,7.3,6.9,0,0,0,4683,2657,2657,2027,1808,101,87,0,0,3162,489,287,245,220,51,48,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,-999999,0,0,0,0,0,0,-999999,0,0,0,0,6,0,-999999,0,-999999,-999999,-999999,-999999,0,0,0,945,0,,[C400016-A],7,7,7,7,,,,,,,false
400110,2021/09/24,PR,400110,HOSPITAL METROPOLITANO DR TITO MATTEI,ROAD 128 KM 1.0,YAUCO,00698,Short Term,72153,true,186,67.1,67.1,45.3,43.1,0,0,0,0,73.1,11,11,6,6,0,0,0,0,0,1302,470,470,317,302,0,0,0,0,512,77,77,42,42,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,349,0,,[C400110-A],7,7,7,7,,,,,,,false
